publisher_name,country,contact_email
Universidad de los Andes  Facultad de Artes y Humanidades,Unknown,contact@universidaddelosandesfacultaddeartesyhumanidades.com
Prestel,Unknown,contact@prestel.com
Vodoleĭ,Unknown,contact@vodole.com
New Strategist Pub.,Unknown,contact@newstrategistpub.com
Nova Science Publishers  Inc.,Unknown,contact@novasciencepublishersinc.com
Siemens Aktiengesellschaft,Unknown,contact@siemensaktiengesellschaft.com
Orient Blackswan,Unknown,contact@orientblackswan.com
Random House Australia,Unknown,contact@randomhouseaustralia.com
Palgrave Macmillan,Unknown,contact@palgravemacmillan.com
People Books,Unknown,contact@peoplebooks.com
My First Picture Book Inc.,Unknown,contact@myfirstpicturebookinc.com
Deutscher Kunstverlag,Unknown,contact@deutscherkunstverlag.com
She hui ke xue wen xian chu ban she,Unknown,contact@shehuikexuewenxianchubanshe.com
VNII mineralʹnogo syrʹi︠a︡ (VIMS),Unknown,contact@vniimineralnogosyriavims.com
Avon Books,Unknown,contact@avonbooks.com
Delcourt-Akata,Unknown,contact@delcourtakata.com
Simon & Schuster  Limited,Unknown,contact@simonschusterlimited.com
University Press of Florida,Unknown,contact@universitypressofflorida.com
Alikat Rhyme Time,Unknown,contact@alikatrhymetime.com
ABC-CLIO  LLC,Unknown,contact@abccliollc.com
PublicAffairs,Unknown,contact@publicaffairs.com
Potter's Grove Press LLC,Unknown,contact@pottersgrovepressllc.com
Optimist,Unknown,contact@optimist.com
Alfred A. Knopf,Unknown,contact@alfredaknopf.com
St. Martin's Press,Unknown,contact@stmartinspress.com
Springer Singapore Pte. Limited,Unknown,contact@springersingaporeptelimited.com
Microchip Technology Incorporated,Unknown,contact@microchiptechnologyincorporated.com
Entangled Publishing  LLC,Unknown,contact@entangledpublishingllc.com
Humana Press,Unknown,contact@humanapress.com
Santo X Oficio,Unknown,contact@santoxoficio.com
History Press Limited  The,Unknown,contact@historypresslimitedthe.com
Harlequin Enterprises ULC,Unknown,contact@harlequinenterprisesulc.com
Province of British Columbia  Ministry of Industry and Small Business Development,Unknown,contact@provinceofbritishcolumbiaministryofindustryandsmallbusinessdevelopment.com
Danna  Patricia,Unknown,contact@dannapatricia.com
KC Global Enterprises PTY LTD,Unknown,contact@kcglobalenterprisesptyltd.com
Bin Khalifa University Press  Hamad,Unknown,contact@binkhalifauniversitypresshamad.com
Kok,Unknown,contact@kok.com
Reichert [in Komm.],Unknown,contact@reichertinkomm.com
Atria Books,Unknown,contact@atriabooks.com
Alma,Unknown,contact@alma.com
ReadHowYouWant.com  Limited,Unknown,contact@readhowyouwantcomlimited.com
Liese. Outside The Box  Andreas,Unknown,contact@lieseoutsidetheboxandreas.com
Edizioni Polistampa,Unknown,contact@edizionipolistampa.com
Sceptre Press,Unknown,contact@sceptrepress.com
Nauchnyĭ mir,Unknown,contact@nauchnymir.com
Publicacions i Edicions de la Universitat de Barcelona,Unknown,contact@publicacionsiedicionsdelauniversitatdebarcelona.com
G. Allen & Unwin,Unknown,contact@gallenunwin.com
Planeta Cómic,Unknown,contact@planetacmic.com
Umbria Press,Unknown,contact@umbriapress.com
DreamCatcher  The Adventure Company,Unknown,contact@dreamcatchertheadventurecompany.com
Legon Theological Studies Series,Unknown,contact@legontheologicalstudiesseries.com
Spirit Way Press,Unknown,contact@spiritwaypress.com
L1,Unknown,contact@l.com
Kabardino-Balkarskij Gosudarstvennyj Universitet im.H.M.Berbekova,Unknown,contact@kabardinobalkarskijgosudarstvennyjuniversitetimhmberbekova.com
Tectum-Verl.,Unknown,contact@tectumverl.com
Greenwood Press,Unknown,contact@greenwoodpress.com
Publishers of the Valley,Unknown,contact@publishersofthevalley.com
Moxie Books,Unknown,contact@moxiebooks.com
Tatarstan kitap năshrii︠a︡ty,Unknown,contact@tatarstankitapnshriiaty.com
Institution of Engineering & Technology,Unknown,contact@institutionofengineeringtechnology.com
Random House Books for Young Readers,Unknown,contact@randomhousebooksforyoungreaders.com
Carroll & Graf Pub,Unknown,contact@carrollgrafpub.com
Graphic Arts Center Publishing Company,Unknown,contact@graphicartscenterpublishingcompany.com
Fast Forward Press,Unknown,contact@fastforwardpress.com
Business Communications Co.,Unknown,contact@businesscommunicationsco.com
Edicions Documenta Balear,Unknown,contact@edicionsdocumentabalear.com
Character Development Group,Unknown,contact@characterdevelopmentgroup.com
Shandong Friendship Press,Unknown,contact@shandongfriendshippress.com
Sweet & Maxwell,Unknown,contact@sweetmaxwell.com
China Books & Periodicals,Unknown,contact@chinabooksperiodicals.com
OPTIMA,Unknown,contact@optima.com
Anchorage Pr Plays,Unknown,contact@anchorageprplays.com
Albert House Publishing,Unknown,contact@alberthousepublishing.com
Authorhouse,Unknown,contact@authorhouse.com
K G Saur Verlag Gmbh & Co,Unknown,contact@kgsaurverlaggmbhco.com
Tiger Tales,Unknown,contact@tigertales.com
Rawī Sāhita Prakāshana,Unknown,contact@rawisahitaprakashana.com
Klett-Cotta,Unknown,contact@klettcotta.com
Gestion 2000,Unknown,contact@gestion.com
Scholastic,Unknown,contact@scholastic.com
P. Lang,Unknown,contact@plang.com
Zhonghua shu ju,Unknown,contact@zhonghuashuju.com
HarperCollins,Unknown,contact@harpercollins.com
National Textbook,Unknown,contact@nationaltextbook.com
Carcanet New Press,Unknown,contact@carcanetnewpress.com
Visor,Unknown,contact@visor.com
Wilhelm Gottlieb Korn,Unknown,contact@wilhelmgottliebkorn.com
Ediciones Ekaré,Unknown,contact@edicionesekar.com
MIRA Books,Unknown,contact@mirabooks.com
Wiley-Blackwell,Unknown,contact@wileyblackwell.com
Helsinški odbor za ljudska prava u Srbiji,Unknown,contact@helsinkiodborzaljudskapravausrbiji.com
Baudry,Unknown,contact@baudry.com
St. Martin's Paperbacks,Unknown,contact@stmartinspaperbacks.com
Editorial Almuzara,Unknown,contact@editorialalmuzara.com
siruela,Unknown,contact@siruela.com
Love Inspired,Unknown,contact@loveinspired.com
Pearson FT Press,Unknown,contact@pearsonftpress.com
Trafford Publishing,Unknown,contact@traffordpublishing.com
Knaur Taschenbuch,Unknown,contact@knaurtaschenbuch.com
Harvard University Press,Unknown,contact@harvarduniversitypress.com
Edinburgh University Press,Unknown,contact@edinburghuniversitypress.com
Poltext,Unknown,contact@poltext.com
Research Signpost,Unknown,contact@researchsignpost.com
Bakht LTD,Unknown,contact@bakhtltd.com
Zhongguo nong ye chu ban she,Unknown,contact@zhongguonongyechubanshe.com
MVK  Medienverl. Köhler,Unknown,contact@mvkmedienverlkhler.com
Primary Publications,Unknown,contact@primarypublications.com
Titoland,Unknown,contact@titoland.com
Pearson Scott Foresman,Unknown,contact@pearsonscottforesman.com
Bungeishunjū,Unknown,contact@bungeishunj.com
Scribner,Unknown,contact@scribner.com
İş Bankası Kültür Yayınları,Unknown,contact@ibankaskltryaynlar.com
GEDISA,Unknown,contact@gedisa.com
Springer Fachmedien Wiesbaden GmbH,Unknown,contact@springerfachmedienwiesbadengmbh.com
Birkhäuser Verlag,Unknown,contact@birkhauserverlag.com
Weidmann,Unknown,contact@weidmann.com
BARKER & JULES LLC,Unknown,contact@barkerjulesllc.com
Carolina Academic Press,Unknown,contact@carolinaacademicpress.com
Bookstaves  LLC,Unknown,contact@bookstavesllc.com
Granite Pub. & Distribution,Unknown,contact@granitepubdistribution.com
The Author,Unknown,contact@theauthor.com
Leonard Corporation  Hal,Unknown,contact@leonardcorporationhal.com
Lupisella  Judah,Unknown,contact@lupisellajudah.com
Qazaq SSR-īnīn͡g︡ "Ghylym" baspasy,Unknown,contact@qazaqssriningghylymbaspasy.com
Raintree Publishers,Unknown,contact@raintreepublishers.com
Muḥammad Ḥusain,Unknown,contact@muammadusain.com
Pfau,Unknown,contact@pfau.com
Xarpa Books,Unknown,contact@xarpabooks.com
FisicalBook,Unknown,contact@fisicalbook.com
Grey House Publishing,Unknown,contact@greyhousepublishing.com
Vandenhoeck & Ruprecht GmbH & Company KG,Unknown,contact@vandenhoeckruprechtgmbhcompanykg.com
Snowy Wings Publishing,Unknown,contact@snowywingspublishing.com
Editorial Planeta,Unknown,contact@editorialplaneta.com
Outskirts Press  Incorporated,Unknown,contact@outskirtspressincorporated.com
Dent 6Th Edition,Unknown,contact@dentthedition.com
Maktabat al-Anjilū al-Miṣrīyah,Unknown,contact@maktabatalanjilalmiryah.com
Shandong Sheng di tu chu ban she,Unknown,contact@shandongshengdituchubanshe.com
Books for Libraries Press,Unknown,contact@booksforlibrariespress.com
Batsford,Unknown,contact@batsford.com
Ṣarīr,Unknown,contact@arr.com
Centrum,Unknown,contact@centrum.com
U.S. G.P.O.,Unknown,contact@usgpo.com
McGraw-Hill Professional,Unknown,contact@mcgrawhillprofessional.com
Popular Library,Unknown,contact@popularlibrary.com
McGraw-Hill Humanities/Social Sciences/Languages,Unknown,contact@mcgrawhillhumanitiessocialscienceslanguages.com
Ashgate Pub Ltd,Unknown,contact@ashgatepubltd.com
Abilene Christian Univ Pr,Unknown,contact@abilenechristianunivpr.com
Not Avail,Unknown,contact@notavail.com
Ball Publishing,Unknown,contact@ballpublishing.com
Weidenfeld Nicolson Illustrated,Unknown,contact@weidenfeldnicolsonillustrated.com
Jaguar Books,Unknown,contact@jaguarbooks.com
Grove/Atlantic,Unknown,contact@groveatlantic.com
Rourke Publishing,Unknown,contact@rourkepublishing.com
Somogy,Unknown,contact@somogy.com
European Communities / Union (EUR-OP/OOPEC/OPOCE),Unknown,contact@europeancommunitiesunioneuropoopecopoce.com
SPCK Publishing,Unknown,contact@spckpublishing.com
silhouette,Unknown,contact@silhouette.com
Edwin Mellen Press,Unknown,contact@edwinmellenpress.com
Brunner/Mazel,Unknown,contact@brunnermazel.com
Attic Books,Unknown,contact@atticbooks.com
Bernard Babani Publishing,Unknown,contact@bernardbabanipublishing.com
Gary Allen Pty Ltd,Unknown,contact@garyallenptyltd.com
Artlist International U.S.A.,Unknown,contact@artlistinternationalusa.com
Linde,Unknown,contact@linde.com
Fondo de Cultura Economica USA,Unknown,contact@fondodeculturaeconomicausa.com
Caedmon Audio Cassette,Unknown,contact@caedmonaudiocassette.com
Nordic Academic Press,Unknown,contact@nordicacademicpress.com
Editora da Universidade de Caxias do Sul,Unknown,contact@editoradauniversidadedecaxiasdosul.com
The New Press,Unknown,contact@thenewpress.com
[s.n.],Unknown,contact@sn.com
Picture Window Books,Unknown,contact@picturewindowbooks.com
T.B. Reel,Unknown,contact@tbreel.com
Aladdin,Unknown,contact@aladdin.com
[Instituut voor het Archeologisch Patrimonium],Unknown,contact@instituutvoorhetarcheologischpatrimonium.com
Teach Yourself Books,Unknown,contact@teachyourselfbooks.com
Nikkei BP Kikaku,Unknown,contact@nikkeibpkikaku.com
Zapadno-Uralʹskiĭ institut ėkonomiki i prava,Unknown,contact@zapadnouralskiinstitutkonomikiiprava.com
Hanʼguk Nodong Yŏnʼguwŏn,Unknown,contact@hanguknodongynguwn.com
Sea-to-Sea Publications,Unknown,contact@seatoseapublications.com
Berkley Books,Unknown,contact@berkleybooks.com
J. Pablos Editor,Unknown,contact@jpabloseditor.com
Lyons Press,Unknown,contact@lyonspress.com
Colorado Springs  CO,Unknown,contact@coloradospringsco.com
McGraw-Hill,Unknown,contact@mcgrawhill.com
W. W. Norton & Company,Unknown,contact@wwnortoncompany.com
Chicago Review Press,Unknown,contact@chicagoreviewpress.com
Kensington Publishing Corp.,Unknown,contact@kensingtonpublishingcorp.com
Touch Publishing Services,Unknown,contact@touchpublishingservices.com
Gao deng jiao yu chu ban she,Unknown,contact@gaodengjiaoyuchubanshe.com
Vandenhoeck & Ruprecht,Unknown,contact@vandenhoeckruprecht.com
Brooks/Cole,Unknown,contact@brookscole.com
De Gruyter  Inc.,Unknown,contact@degruyterinc.com
LGF,Unknown,contact@lgf.com
Argus,Unknown,contact@argus.com
Fallbrandt Press,Unknown,contact@fallbrandtpress.com
Aspen Publishers,Unknown,contact@aspenpublishers.com
Kingsley Publishers  Jessica,Unknown,contact@kingsleypublishersjessica.com
Black Serpent Books,Unknown,contact@blackserpentbooks.com
Brilliance Audio,Unknown,contact@brillianceaudio.com
Česká numismatická společnost,Unknown,contact@ceskanumismatickaspolecnost.com
HarperCollins Publishers,Unknown,contact@harpercollinspublishers.com
New Holland Publishers  Limited,Unknown,contact@newhollandpublisherslimited.com
MacMillan Children's Books,Unknown,contact@macmillanchildrensbooks.com
Boldwood Books,Unknown,contact@boldwoodbooks.com
Redemption Int'l Company,Unknown,contact@redemptionintlcompany.com
Pergamon,Unknown,contact@pergamon.com
Indy Pub,Unknown,contact@indypub.com
Bird Dog Pub.,Unknown,contact@birddogpub.com
Keio Gijuku Daigaku Shuppankai,Unknown,contact@keiogijukudaigakushuppankai.com
Editorial Luscinia,Unknown,contact@editorialluscinia.com
Siglo XXI España,Unknown,contact@sigloxxiespaa.com
Walter,Unknown,contact@walter.com
Arbordale Publishing,Unknown,contact@arbordalepublishing.com
Hyperion Press,Unknown,contact@hyperionpress.com
Sirena de los Vientos,Unknown,contact@sirenadelosvientos.com
Héritage,Unknown,contact@hritage.com
Crown Publishing Group  The,Unknown,contact@crownpublishinggroupthe.com
Archer  C.J.,Unknown,contact@archercj.com
tredition Verlag,Unknown,contact@treditionverlag.com
Octopus,Unknown,contact@octopus.com
Фолио,Unknown,contact@.com
Wiley & Sons  Limited  John,Unknown,contact@wileysonslimitedjohn.com
Stratton Intercontinental Medical Book Corp.,Unknown,contact@strattonintercontinentalmedicalbookcorp.com
Conway Maritime Press Ltd; [Distributed by Stephens],Unknown,contact@conwaymaritimepressltddistributedbystephens.com
Smashwords,Unknown,contact@smashwords.com
Kakabeka,Unknown,contact@kakabeka.com
The Child's World  Inc,Unknown,contact@thechildsworldinc.com
H. Breit,Unknown,contact@hbreit.com
Harvest Books,Unknown,contact@harvestbooks.com
John Wiley & Sons,Unknown,contact@johnwileysons.com
Baker Book House,Unknown,contact@bakerbookhouse.com
Broadway,Unknown,contact@broadway.com
Schulthess,Unknown,contact@schulthess.com
AST Press,Unknown,contact@astpress.com
Nick Hern Books,Unknown,contact@nickhernbooks.com
Alpha,Unknown,contact@alpha.com
Asian Humanities Pr,Unknown,contact@asianhumanitiespr.com
Sound Library,Unknown,contact@soundlibrary.com
Benson Music Group (Choral),Unknown,contact@bensonmusicgroupchoral.com
Oxford University Press  USA,Unknown,contact@oxforduniversitypressusa.com
Xlibris Corporation,Unknown,contact@xlibriscorporation.com
Icon Group International,Unknown,contact@icongroupinternational.com
Hippocrene Books,Unknown,contact@hippocrenebooks.com
RoseDog Books,Unknown,contact@rosedogbooks.com
Simon & Schuster/Paula Wiseman Books,Unknown,contact@simonschusterpaulawisemanbooks.com
Thoemmes Continuum,Unknown,contact@thoemmescontinuum.com
Audio Scope,Unknown,contact@audioscope.com
Denoël,Unknown,contact@denol.com
Paul Haupt  Bern,Unknown,contact@paulhauptbern.com
Weingarten,Unknown,contact@weingarten.com
Upr Editora,Unknown,contact@upreditora.com
European Language Institute (ELI),Unknown,contact@europeanlanguageinstituteeli.com
Consejo Superior de Investigaciones Científicas  Universidad de Extremadura,Unknown,contact@consejosuperiordeinvestigacionescientficasuniversidaddeextremadura.com
Sinolingua,Unknown,contact@sinolingua.com
SYBEX,Unknown,contact@sybex.com
s.n.,Unknown,contact@sn.com
Turia & Kant,Unknown,contact@turiakant.com
P. Lacaita,Unknown,contact@placaita.com
Seix Barral,Unknown,contact@seixbarral.com
Editoriale Umbra,Unknown,contact@editorialeumbra.com
International Monetary Fund,Unknown,contact@internationalmonetaryfund.com
Springer Verlag,Unknown,contact@springerverlag.com
Three River Press,Unknown,contact@threeriverpress.com
The University of Chicago Press,Unknown,contact@theuniversityofchicagopress.com
R.E. Krieger Pub. Co.,Unknown,contact@rekriegerpubco.com
Seibundō,Unknown,contact@seibund.com
Coral Reef Rehabilitation and Management Program II,Unknown,contact@coralreefrehabilitationandmanagementprogramii.com
INSEE,Unknown,contact@insee.com
Munhak Tongne,Unknown,contact@munhaktongne.com
Rourke,Unknown,contact@rourke.com
University of Michigan Press,Unknown,contact@universityofmichiganpress.com
Usborne Publishing  Limited,Unknown,contact@usbornepublishinglimited.com
Scholastic Canada  Limited,Unknown,contact@scholasticcanadalimited.com
Lang AG International Academic Publishers  Peter,Unknown,contact@langaginternationalacademicpublisherspeter.com
Bridge-Logos  Inc.,Unknown,contact@bridgelogosinc.com
Xlibris,Unknown,contact@xlibris.com
Liaoning ren min chu ban she,Unknown,contact@liaoningrenminchubanshe.com
Fence Books,Unknown,contact@fencebooks.com
Chronos Verlag,Unknown,contact@chronosverlag.com
TOV "Vyd-vo Aratta",Unknown,contact@tovvydvoaratta.com
Bell Bridge Books,Unknown,contact@bellbridgebooks.com
Egmont,Unknown,contact@egmont.com
Fremantle Arts Centre Press,Unknown,contact@fremantleartscentrepress.com
University Press of Kentucky,Unknown,contact@universitypressofkentucky.com
Chelly Queen,Unknown,contact@chellyqueen.com
Hatchback Publishing,Unknown,contact@hatchbackpublishing.com
Hu nan shi fan ta xue chu ban she,Unknown,contact@hunanshifantaxuechubanshe.com
Houghton Mifflin Harcourt Publishing Company,Unknown,contact@houghtonmifflinharcourtpublishingcompany.com
Steinkopff  Dietrich,Unknown,contact@steinkopffdietrich.com
Savvas Learning Company,Unknown,contact@savvaslearningcompany.com
Robert Laffont,Unknown,contact@robertlaffont.com
Castle Hill Publishers,Unknown,contact@castlehillpublishers.com
EDITORIAL CLARET  SLU,Unknown,contact@editorialclaretslu.com
Wildside Press  LLC,Unknown,contact@wildsidepressllc.com
Tirant lo Blanch,Unknown,contact@tirantloblanch.com
Merriwell Incorporated  Frank,Unknown,contact@merriwellincorporatedfrank.com
